view_id,user_id,show_id,duration_watched,watch_date,completion_percentage
V017115,U01468,S0794,189.0,2024-09-05,68.0
V017116,U01374,S0442,500.0,2024-02-14,79.0
V017117,U01305,S0106,191.0,2024-09-08,75.0
V017118,U00494,S0235,500.0,2025-01-14,56.0
V017119,U01735,S0679,219.0,2024-06-09,44.0
V017120,U01159,S0351,500.0,2024-10-05,56.0
V017121,U00803,S0130,170.0,2025-12-04,73.0
V017122,U01840,S0830,500.0,2025-05-25,14.0
V017123,U01244,S0703,500.0,2025-02-27,99.0
V017124,U00862,S0491,22.0,2024-01-27,61.0
V017125,U00626,S0439,500.0,2024-08-22,76.0
V017126,U01113,S0044,184.0,2024-05-08,35.0
V017127,U00439,S0731,189.0,2025-05-21,27.0
V017128,U00005,S0392,500.0,2024-06-02,37.0
V017129,U00003,S0459,65.0,2024-11-23,12.0
V017130,U01840,S0156,500.0,2024-11-03,59.0
V017131,U01665,S0207,500.0,2024-06-20,64.0
V017132,U00467,S0924,68.0,2024-08-24,55.0
V017133,U01151,S0052,500.0,2024-09-12,93.0
V017134,U01078,S0718,219.0,2025-04-29,89.0
V017135,U00012,S0680,500.0,2025-04-14,56.0
V017136,U01299,S0492,200.0,2025-01-04,56.0
V017137,U00978,S0782,500.0,2025-01-15,57.0
V017138,U00245,S0232,500.0,2024-09-06,51.0
V017139,U00709,S0581,83.0,2025-04-15,90.0
V017140,U00384,S0015,500.0,2025-04-04,67.0
V017141,U00326,S0990,8.0,2024-05-04,50.0
V017142,U00769,S0170,70.0,2024-03-21,45.0
V017143,U01629,S0657,500.0,2024-02-26,56.0
V017144,U00856,S0467,500.0,2024-07-24,92.0
V017145,U00134,S0480,500.0,2025-01-27,69.0
V017146,U01064,S0334,500.0,2024-12-21,76.0
V017147,U00999,S0163,500.0,2024-03-23,68.0
V017148,U01527,S0753,500.0,2024-01-05,50.0
V017149,U00435,S0259,500.0,2024-07-02,18.0
V017150,U00826,S0991,500.0,2024-07-13,94.0
V017151,U01436,S0269,500.0,2024-05-10,76.0
V017152,U01027,S0112,157.0,2024-11-28,93.0
V017153,U01465,S0961,500.0,2025-05-01,72.0
V017154,U00312,S0101,500.0,2025-01-26,76.0
V017155,U00261,S0513,108.0,2024-04-20,43.0
V017156,U00492,S0607,500.0,2025-02-21,13.0
V017157,U01271,S0019,210.0,2024-10-26,97.0
V017158,U00621,S0646,500.0,2024-01-22,27.0
V017159,U01792,S0564,500.0,2024-06-11,20.0
V017160,U00297,S0732,32.0,2024-11-18,12.0
V017161,U01357,S0629,98.0,2024-11-28,93.0
V017162,U00622,S0691,500.0,2025-04-14,85.0
V017163,U01426,S0969,500.0,2025-09-01,17.0
V017164,U01194,S0005,188.0,2024-09-03,18.0
V017165,U00158,S0441,36.0,2024-01-03,74.0
V017166,U00267,S0023,500.0,2024-12-19,100.0
V017167,U01484,S0570,500.0,2024-02-04,26.0
V017168,U01521,S0956,500.0,2024-04-29,62.0
V017169,U01074,S0785,12.0,2025-05-01,96.0
V017170,U00768,S0229,89.0,2024-06-28,39.0
V017171,U00017,S0302,500.0,2024-12-11,78.0
V017172,U00582,S0642,500.0,2024-07-19,13.0
V017173,U00423,S0201,140.0,2024-01-20,84.0
V017174,U01107,S0390,61.0,2024-01-18,42.0
V017175,U01017,S0293,132.0,2024-03-05,76.0
V017176,U00045,S0989,500.0,2025-04-09,14.0
V017177,U00037,S0289,124.0,2024-06-02,15.0
V017178,U00032,S0812,500.0,2025-03-29,10.0
V017179,U01551,S0383,500.0,2024-01-29,83.0
V017180,U01149,S0637,500.0,2025-03-14,99.0
V017181,U01410,S0330,500.0,2024-10-18,63.0
V017182,U00145,S0075,500.0,2025-02-14,13.0
V017183,U00281,S0549,148.0,2025-06-01,42.0
V017184,U00372,S0517,500.0,2025-02-04,57.0
V017185,U00779,S0145,7.0,2025-01-17,28.0
V017186,U00268,S0952,500.0,2024-09-03,34.0
V017187,U01883,S0364,28.0,2024-08-28,46.0
V017188,U00241,S0204,500.0,2024-03-19,56.0
V017189,U00818,S0090,185.0,2024-09-26,14.0
V017190,U01520,S0636,500.0,2025-03-21,42.0
V017191,U01070,S0027,500.0,2024-08-03,56.0
V017192,U00549,S0406,500.0,2024-12-26,87.0
V017193,U00764,S0867,500.0,2024-07-19,52.0
V017194,U00058,S0935,30.0,2024-05-15,11.0
V017195,U01905,S0149,500.0,2024-09-29,65.0
V017196,U00286,S0724,500.0,2024-10-02,94.0
V017197,U01180,S0841,500.0,2024-09-05,29.0
V017198,U00536,S0457,500.0,2025-02-14,53.0
V017199,U01533,S0142,16.0,2025-06-16,32.0
V017200,U00768,S0135,161.0,2024-05-04,41.0
V017201,U00093,S0423,133.0,2024-10-30,17.0
V017202,U01536,S0982,500.0,2024-04-09,61.0
V017203,U01251,S0665,182.0,2025-05-28,17.0
V017204,U00170,S0818,500.0,2024-07-23,39.0
V017205,U01828,S0707,21.0,2024-01-15,53.0
V017206,U01500,S0809,500.0,2024-03-16,56.0
V017207,U00767,S0401,500.0,2025-06-05,43.0
V017208,U01994,S0630,61.0,2024-11-14,87.0
V017209,U00381,S0801,157.0,2024-06-11,36.0
V017210,U01914,S0292,134.0,2024-08-27,82.0
V017211,U00871,S0474,500.0,2024-05-05,92.0
V017212,U00370,S0101,219.0,2024-06-10,31.0
V017213,U00070,S0324,500.0,2024-07-17,74.0
V017214,U00068,S0262,500.0,2025-05-20,31.0
V017215,U00506,S0813,500.0,2024-01-09,14.0
V017216,U01365,S0660,219.0,2025-04-23,39.0
V017217,U01951,S0088,10.0,2025-02-03,39.0
V017218,U00092,S0318,30.0,2024-07-03,99.0
V017219,U00379,S0829,78.0,2025-01-13,66.0
V017220,U01151,S0867,500.0,2025-02-20,53.0
V017221,U01543,S0498,23.0,2024-07-21,69.0
V017222,U01022,S0473,500.0,2024-02-03,76.0
V017223,U00954,S0646,500.0,2024-02-18,58.0
V017224,U01676,S0509,157.0,2024-05-10,56.0
V017225,U00043,S0563,500.0,2024-08-27,98.0
V017226,U01459,S0085,46.0,2024-04-11,57.0
V017227,U01787,S0632,500.0,2024-04-08,12.0
V017228,U01544,S0320,90.0,2024-04-17,32.0
V017229,U01953,S0226,48.0,2024-04-12,22.0
V017230,U00205,S0464,500.0,2024-04-10,12.0
V017231,U01000,S0766,500.0,2025-04-23,80.0
V017232,U01296,S0709,500.0,2025-01-21,75.0
V017233,U00684,S0323,500.0,2024-09-20,77.0
V017234,U00930,S0050,500.0,2024-04-27,33.0
V017235,U00409,S0095,49.0,2024-03-11,76.0
V017236,U01009,S0844,187.0,2024-02-26,27.0
V017237,U01091,S0465,192.0,2024-03-02,45.0
V017238,U01023,S0590,500.0,2025-11-05,53.0
V017239,U01018,S0731,191.0,2025-05-15,37.0
V017240,U01345,S0786,500.0,2024-04-14,56.0
V017241,U01149,S0420,110.0,2024-11-25,64.0
V017242,U01312,S0267,82.0,2024-06-16,13.0
V017243,U01948,S0662,212.0,2024-12-30,45.0
V017244,U00377,S0698,179.0,2024-09-06,31.0
V017245,U00859,S0076,500.0,2024-10-11,20.0
V017246,U00435,S0520,500.0,2024-05-18,56.0
V017247,U01521,S0875,500.0,2024-11-23,95.0
V017248,U01938,S0791,500.0,2024-04-28,90.0
V017249,U01592,S0311,500.0,2024-08-29,11.0
V017250,U01619,S0479,500.0,2024-03-08,18.0
V017251,U00486,S0050,500.0,2024-05-30,56.0
V017252,U01181,S0895,500.0,2025-06-16,14.0
V017253,U00313,S0347,500.0,2025-04-10,59.0
V017254,U01848,S0937,40.0,2025-01-10,56.0
V017255,U01626,S0731,22.0,2024-06-03,31.0
V017256,U01735,S0957,220.0,2024-04-02,73.0
V017257,U01615,S0195,500.0,2024-09-20,36.0
V017258,U00552,S0861,13.0,2024-07-03,93.0
V017259,U00315,S0509,114.0,2024-03-25,92.0
V017260,U00508,S0307,500.0,2024-07-07,71.0
V017261,U01356,S0140,219.0,2025-05-20,93.0
V017262,U01847,S0715,500.0,2024-03-31,44.0
V017263,U00003,S0245,500.0,2024-11-09,47.0
V017264,U00966,S0786,500.0,2024-12-30,17.0
V017265,U01949,S0078,219.0,2024-03-11,56.0
V017266,U01647,S0820,500.0,2025-08-02,84.0
V017267,U01274,S0822,128.0,2024-03-18,44.0
V017268,U00622,S0283,73.0,2024-03-09,84.0
V017269,U01782,S0614,500.0,2025-02-07,40.0
V017270,U00105,S0171,500.0,2024-04-17,63.0
V017271,U01741,S0626,500.0,2025-06-22,26.0
V017272,U01129,S0117,204.0,2024-10-14,97.0
V017273,U01225,S0768,500.0,2024-01-25,90.0
V017274,U00839,S0266,500.0,2024-06-11,80.0
V017275,U01742,S0931,500.0,2024-03-15,30.0
V017276,U01343,S0123,219.0,2024-06-01,90.0
V017277,U00403,S0489,500.0,2024-05-06,85.0
V017278,U01430,S0042,500.0,2024-07-08,36.0
V017279,U01215,S0540,77.0,2024-03-26,56.0
V017280,U01976,S0143,18.0,2025-05-26,52.0
V017281,U00730,S0855,500.0,2024-12-14,61.0
V017282,U01925,S0592,500.0,2024-09-24,52.0
V017283,U01770,S0198,24.0,2024-11-23,30.0
V017284,U00772,S0210,106.0,2024-09-06,11.0
V017285,U00150,S0925,59.0,2025-03-25,57.0
V017286,U00792,S0624,39.0,2025-04-22,98.0
V017287,U01450,S0919,500.0,2024-08-15,12.0
V017288,U01330,S0185,140.0,2025-11-06,90.0
V017289,U01103,S0085,500.0,2025-09-02,56.0
V017290,U00831,S0643,27.0,2024-04-23,29.0
V017291,U01383,S0269,500.0,2025-04-19,91.0
V017292,U00985,S0845,500.0,2024-04-13,100.0
V017293,U01570,S0051,179.0,2025-06-03,47.0
V017294,U00639,S0335,135.0,2025-01-13,35.0
V017295,U01353,S0785,108.0,2024-07-26,48.0
V017296,U01063,S0319,500.0,2025-05-28,93.0
V017297,U00307,S0767,30.0,2024-06-12,56.0
V017298,U01404,S0103,500.0,2024-09-10,33.0
V017299,U01262,S0905,65.0,2024-04-15,56.0
V017300,U01949,S0345,82.0,2024-09-21,56.0
V017301,U01911,S0503,500.0,2024-08-25,57.0
V017302,U00723,S0597,500.0,2024-01-15,23.0
V017303,U01487,S0497,500.0,2024-12-23,56.0
V017304,U01613,S0767,93.0,2025-06-17,95.0
V017305,U01619,S0392,42.0,2025-04-03,56.0
V017306,U01887,S0719,91.0,2024-12-18,32.0
V017307,U01177,S0146,500.0,2024-10-04,92.0
V017308,U00841,S0087,500.0,2024-06-07,21.0
V017309,U00850,S0097,500.0,2024-08-12,82.0
V017310,U01277,S0435,500.0,2025-03-18,98.0
V017311,U00436,S0330,190.0,2024-09-25,77.0
V017312,U00522,S0395,64.0,2025-03-02,27.0
V017313,U01632,S0903,500.0,2024-03-15,52.0
V017314,U00376,S0426,45.0,2025-05-13,20.0
V017315,U00578,S0520,500.0,2024-02-10,14.0
V017316,U01977,S0805,500.0,2025-06-05,59.0
V017317,U01358,S0788,55.0,2025-03-03,58.0
V017318,U00584,S0845,500.0,2025-01-13,47.0
V017319,U01035,S0021,219.0,2025-01-26,68.0
V017320,U01838,S0033,114.0,2024-07-10,43.0
V017321,U01249,S0951,180.0,2024-04-25,94.0
V017322,U01358,S0138,39.0,2025-01-16,31.0
V017323,U01509,S0149,500.0,2024-09-19,10.0
V017324,U01435,S0960,500.0,2024-12-28,58.0
V017325,U00446,S0875,14.0,2025-02-03,96.0
V017326,U01315,S0305,122.0,2025-05-24,45.0
V017327,U01900,S0453,163.0,2025-06-21,35.0
V017328,U01747,S0523,40.0,2024-04-04,82.0
V017329,U00518,S0015,500.0,2025-06-08,64.0
V017330,U01517,S0835,77.0,2025-12-03,42.0
V017331,U01383,S0457,500.0,2024-09-15,28.0
V017332,U01266,S0919,500.0,2024-01-08,74.0
V017333,U00731,S0165,500.0,2024-08-02,51.0
V017334,U00488,S0646,181.0,2024-06-20,37.0
V017335,U01387,S0343,95.0,2024-03-23,93.0
V017336,U01683,S0577,197.0,2024-04-01,30.0
V017337,U00074,S0625,112.0,2024-05-01,23.0
V017338,U01034,S0728,500.0,2025-03-14,67.0
V017339,U01218,S0582,33.0,2024-04-30,56.0
V017340,U00349,S0612,219.0,2024-10-03,19.0
V017341,U00452,S0867,154.0,2024-11-17,70.0
V017342,U00326,S0745,500.0,2024-08-16,18.0
V017343,U01075,S0577,213.0,2024-03-19,20.0
V017344,U00798,S0976,124.0,2024-05-23,13.0
V017345,U00925,S0125,39.0,2024-08-20,19.0
V017346,U00467,S0911,500.0,2024-04-26,85.0
V017347,U00629,S0684,500.0,2025-05-31,40.0
V017348,U00252,S0235,219.0,2025-04-18,81.0
V017349,U01839,S0322,500.0,2024-10-26,64.0
V017350,U01288,S0708,219.0,2025-03-04,22.0
V017351,U01098,S0378,193.0,2024-12-27,30.0
V017352,U00818,S0708,500.0,2025-11-04,45.0
V017353,U00711,S0144,125.0,2025-02-06,19.0
V017354,U01276,S0394,500.0,2024-06-27,43.0
V017355,U01890,S0586,500.0,2024-08-03,69.0
V017356,U01470,S0827,218.0,2024-03-23,33.0
V017357,U01511,S0245,500.0,2025-04-23,35.0
V017358,U01393,S0358,127.0,2024-01-11,67.0
V017359,U00022,S0966,500.0,2025-02-27,35.0
V017360,U00609,S0334,106.0,2025-03-18,70.0
V017361,U00286,S0384,103.0,2025-03-20,33.0
V017362,U01076,S0042,29.0,2024-10-15,42.0
V017363,U01618,S0137,109.0,2024-11-05,72.0
V017364,U00859,S0263,156.0,2024-11-01,51.0
V017365,U01154,S0238,500.0,2024-05-13,65.0
V017366,U00660,S0689,31.0,2025-02-22,34.0
V017367,U00469,S0699,32.0,2024-09-21,66.0
V017368,U00654,S0265,500.0,2025-10-06,81.0
V017369,U00979,S0291,199.0,2025-06-11,54.0
V017370,U00404,S0148,219.0,2024-08-18,52.0
V017371,U01990,S0888,500.0,2024-10-08,43.0
V017372,U00887,S0685,38.0,2024-10-24,67.0
V017373,U00507,S0751,500.0,2024-03-04,11.0
V017374,U01486,S0833,152.0,2025-05-04,36.0
V017375,U00946,S0373,500.0,2025-04-18,79.0
V017376,U00881,S0327,500.0,2025-03-27,52.0
V017377,U01240,S0567,500.0,2025-01-02,52.0
V017378,U01819,S0891,38.0,2024-07-22,11.0
V017379,U00240,S0036,98.0,2025-01-06,17.0
V017380,U00821,S0092,500.0,2025-06-17,60.0
V017381,U01694,S0442,95.0,2024-11-13,84.0
V017382,U01217,S0328,133.0,2025-08-05,81.0
V017383,U01461,S0307,95.0,2025-02-24,58.0
V017384,U00961,S0280,175.0,2025-01-05,33.0
V017385,U00796,S0859,150.0,2024-06-06,97.0
V017386,U00059,S0984,200.0,2025-01-26,16.0
V017387,U01527,S0944,177.0,2025-06-24,59.0
V017388,U01218,S0161,156.0,2024-03-02,17.0
V017389,U00906,S0421,500.0,2024-11-24,43.0
V017390,U00150,S0297,199.0,2024-05-31,15.0
V017391,U00932,S0941,500.0,2025-07-02,87.0
V017392,U01743,S0341,140.0,2024-06-04,10.0
V017393,U01884,S0692,500.0,2025-02-14,90.0
V017394,U00814,S0487,219.0,2024-06-27,20.0
V017395,U00998,S0523,500.0,2024-05-10,71.0
V017396,U00144,S0786,500.0,2024-12-16,84.0
V017397,U01859,S0868,500.0,2024-01-10,57.0
V017398,U00737,S0082,211.0,2025-05-23,47.0
V017399,U00442,S0680,500.0,2024-02-22,63.0
V017400,U01338,S0922,70.0,2024-12-05,85.0
V017401,U00737,S0287,500.0,2024-10-08,37.0
V017402,U00796,S0868,500.0,2025-01-31,31.0
V017403,U01541,S0539,219.0,2024-12-27,38.0
V017404,U00755,S0710,184.0,2024-08-16,20.0
V017405,U01550,S0428,500.0,2024-02-13,27.0
V017406,U01653,S0861,500.0,2025-12-06,49.0
V017407,U00403,S0599,217.0,2025-04-28,80.0
V017408,U00317,S0132,174.0,2024-06-16,44.0
V017409,U01232,S0196,62.0,2024-01-23,18.0
V017410,U00712,S0232,170.0,2024-12-10,86.0
V017411,U00625,S0389,500.0,2024-09-19,66.0
V017412,U00395,S0401,500.0,2024-12-11,18.0
V017413,U01697,S0457,86.0,2024-10-15,90.0
V017414,U00050,S0544,76.0,2025-01-15,18.0
V017415,U00890,S0987,500.0,2024-08-09,69.0
V017416,U01831,S0451,500.0,2024-08-17,50.0
V017417,U01698,S0349,67.0,2024-12-24,17.0
V017418,U01253,S0228,500.0,2025-05-01,27.0
V017419,U01421,S0810,500.0,2024-09-13,92.0
V017420,U00851,S0526,500.0,2024-08-28,68.0
V017421,U01416,S0829,500.0,2024-10-05,68.0
V017422,U00711,S0046,500.0,2024-08-29,71.0
V017423,U00460,S0398,500.0,2024-08-22,87.0
V017424,U01583,S0054,500.0,2024-12-09,76.0
V017425,U01736,S0205,61.0,2024-04-22,23.0
V017426,U01399,S0986,200.0,2024-05-24,31.0
V017427,U00665,S0926,500.0,2024-05-09,34.0
V017428,U00628,S0882,500.0,2024-04-08,50.0
V017429,U01298,S0841,56.0,2024-11-30,61.0
V017430,U00883,S0470,212.0,2024-03-03,91.0
V017431,U01224,S0268,500.0,2024-10-06,23.0
V017432,U01937,S0182,61.0,2025-01-28,19.0
V017433,U00519,S0359,95.0,2025-02-24,76.0
V017434,U01262,S0552,140.0,2025-03-30,28.0
V017435,U01951,S0106,500.0,2024-04-15,77.0
V017436,U01077,S0084,500.0,2024-05-15,63.0
V017437,U00975,S0995,500.0,2024-02-12,56.0
V017438,U00398,S0721,500.0,2024-02-10,94.0
V017439,U01829,S0526,54.0,2024-09-13,55.0
V017440,U01293,S0631,198.0,2024-07-20,18.0
V017441,U00151,S0533,203.0,2024-07-16,45.0
V017442,U00446,S0744,500.0,2025-03-19,91.0
V017443,U00062,S0718,210.0,2024-03-27,14.0
V017444,U00071,S0332,500.0,2024-12-09,15.0
V017445,U00612,S0882,23.0,2024-02-03,30.0
V017446,U01210,S0920,500.0,2025-09-06,99.0
V017447,U00105,S0870,48.0,2024-10-05,66.0
V017448,U01376,S0331,500.0,2024-07-27,56.0
V017449,U00149,S0258,500.0,2025-03-23,11.0
V017450,U00807,S0745,111.0,2024-02-16,86.0
V017451,U00428,S0313,88.0,2024-05-29,56.0
V017452,U00813,S0208,500.0,2025-01-15,56.0
V017453,U00889,S0059,500.0,2024-07-01,52.0
V017454,U01461,S0586,119.0,2024-10-06,91.0
V017455,U01434,S0695,500.0,2024-05-23,100.0
V017456,U01787,S0916,123.0,2025-05-18,76.0
V017457,U01507,S0859,500.0,2024-09-02,79.0
V017458,U00525,S0836,111.0,2025-05-05,98.0
V017459,U01425,S0209,500.0,2024-07-14,56.0
V017460,U01725,S0669,158.0,2024-06-09,12.0
V017461,U00013,S0007,500.0,2024-01-04,15.0
V017462,U01525,S0222,175.0,2025-03-09,67.0
V017463,U00156,S0901,500.0,2024-10-20,61.0
V017464,U00537,S0507,149.0,2024-04-11,14.0
V017465,U00345,S0010,219.0,2025-03-01,69.0
V017466,U00823,S0482,500.0,2024-11-04,60.0
V017467,U00650,S0689,190.0,2025-03-20,35.0
V017468,U00729,S0684,500.0,2025-05-24,46.0
V017469,U00226,S0453,500.0,2025-01-16,54.0
V017470,U00982,S0680,500.0,2025-05-14,55.0
V017471,U00187,S0153,67.0,2024-03-05,27.0
V017472,U01441,S0031,130.0,2024-09-03,47.0
V017473,U01938,S0396,500.0,2024-02-12,12.0
V017474,U00133,S0693,190.0,2025-05-06,47.0
V017475,U00974,S0980,60.0,2024-01-12,100.0
V017476,U01336,S0393,190.0,2025-04-15,36.0
V017477,U01875,S0799,200.0,2024-05-24,73.0
V017478,U01970,S0010,500.0,2024-01-29,43.0
V017479,U01333,S0954,500.0,2025-10-06,48.0
V017480,U00784,S0018,122.0,2024-01-20,37.0
V017481,U01298,S0198,500.0,2025-04-30,63.0
V017482,U01256,S0433,59.0,2024-01-06,13.0
V017483,U00426,S0497,9.0,2024-04-29,91.0
V017484,U00059,S0427,49.0,2024-10-31,88.0
V017485,U01135,S0177,201.0,2025-02-16,76.0
V017486,U01568,S0393,122.0,2025-03-17,79.0
V017487,U01766,S0477,500.0,2024-12-16,21.0
V017488,U00661,S0257,500.0,2024-10-23,91.0
V017489,U01391,S0934,40.0,2024-08-19,47.0
V017490,U01953,S0263,212.0,2024-08-29,55.0
V017491,U01646,S0241,500.0,2024-12-12,98.0
V017492,U01699,S0468,500.0,2024-11-12,36.0
V017493,U01763,S0973,200.0,2024-05-14,31.0
V017494,U00232,S0775,160.0,2025-06-14,51.0
V017495,U01538,S0843,500.0,2025-05-25,24.0
V017496,U01793,S0051,500.0,2025-02-19,76.0
V017497,U00498,S0583,9.0,2024-12-26,32.0
V017498,U00561,S0906,219.0,2025-04-01,60.0
V017499,U00970,S0245,158.0,2024-06-23,63.0
V017500,U01333,S0609,500.0,2024-08-31,87.0
V017501,U00522,S0845,500.0,2024-06-06,14.0
V017502,U00746,S0531,197.0,2024-01-29,50.0
V017503,U00717,S0446,500.0,2025-01-26,87.0
V017504,U00948,S0436,148.0,2025-06-20,56.0
V017505,U01625,S0516,9.0,2025-05-20,35.0
V017506,U00971,S0324,196.0,2024-04-21,52.0
V017507,U01101,S0831,500.0,2025-03-31,93.0
V017508,U00720,S0914,500.0,2024-01-12,34.0
V017509,U01880,S0984,500.0,2024-01-18,24.0
V017510,U00628,S0170,143.0,2025-06-01,88.0
V017511,U01373,S0817,32.0,2024-07-18,17.0
V017512,U00602,S0239,19.0,2025-03-21,86.0
V017513,U01755,S0451,500.0,2024-09-15,53.0
V017514,U00913,S0266,77.0,2025-08-04,88.0
V017515,U00227,S0737,500.0,2025-03-04,62.0
V017516,U00768,S0334,69.0,2024-07-18,29.0
V017517,U01927,S0214,219.0,2024-12-29,93.0
V017518,U00478,S0245,127.0,2025-03-26,15.0
V017519,U00649,S0374,500.0,2024-03-11,72.0
V017520,U01934,S0035,500.0,2025-02-20,59.0
V017521,U01327,S0727,500.0,2025-02-15,64.0
V017522,U00327,S0939,500.0,2024-03-08,74.0
V017523,U00129,S0907,500.0,2025-03-22,70.0
V017524,U01931,S0801,500.0,2024-11-08,55.0
V017525,U00227,S0909,500.0,2024-04-07,46.0
V017526,U00469,S0992,500.0,2024-06-15,88.0
V017527,U01381,S0841,500.0,2025-01-24,28.0
V017528,U01364,S0257,16.0,2024-12-27,83.0
V017529,U01175,S0352,500.0,2025-03-03,11.0
V017530,U01829,S0570,500.0,2024-12-04,71.0
V017531,U01989,S0363,500.0,2024-01-29,19.0
V017532,U01931,S0278,45.0,2024-07-05,37.0
V017533,U01223,S0998,219.0,2025-04-05,37.0
V017534,U01051,S0553,500.0,2025-05-28,32.0
V017535,U01763,S0266,24.0,2024-04-03,74.0
V017536,U00591,S0931,212.0,2024-09-14,87.0
V017537,U00974,S0884,23.0,2024-09-24,21.0
V017538,U00472,S0478,500.0,2024-07-14,35.0
V017539,U01180,S0358,500.0,2024-02-15,75.0
V017540,U00720,S0526,500.0,2025-02-20,50.0
V017541,U01177,S0959,79.0,2024-12-08,32.0
V017542,U00892,S0814,154.0,2024-02-14,33.0
V017543,U00235,S0848,45.0,2024-05-31,23.0
V017544,U00265,S0380,28.0,2024-07-23,20.0
V017545,U00916,S0027,500.0,2025-05-22,12.0
V017546,U01532,S0174,500.0,2024-05-06,21.0
V017547,U00185,S0779,500.0,2024-04-14,28.0
V017548,U00159,S0192,8.0,2025-05-25,76.0
V017549,U00561,S0869,115.0,2025-05-05,13.0
V017550,U00516,S0462,500.0,2024-12-14,56.0
V017551,U00191,S0875,500.0,2024-06-07,15.0
V017552,U01454,S0036,144.0,2025-11-04,38.0
V017553,U01520,S0029,52.0,2024-05-09,50.0
V017554,U00570,S0840,500.0,2024-09-17,19.0
V017555,U01768,S0462,60.0,2024-12-25,15.0
V017556,U01104,S0870,500.0,2024-02-16,18.0
V017557,U01369,S0527,101.0,2024-02-10,81.0
V017558,U01127,S0764,36.0,2024-07-30,56.0
V017559,U00508,S0781,34.0,2025-05-06,21.0
V017560,U00982,S0900,53.0,2024-03-25,85.0
V017561,U00661,S0006,157.0,2024-04-19,89.0
V017562,U01639,S0365,500.0,2024-10-25,28.0
V017563,U01237,S0899,219.0,2025-01-09,42.0
V017564,U01343,S0641,500.0,2024-07-04,10.0
V017565,U00374,S0244,500.0,2025-03-19,30.0
V017566,U01670,S0145,500.0,2025-01-13,99.0
V017567,U00150,S0413,84.0,2024-08-10,85.0
V017568,U00826,S0302,500.0,2024-01-06,39.0
V017569,U00183,S0361,112.0,2024-07-06,38.0
V017570,U01099,S0572,500.0,2024-10-23,17.0
V017571,U01837,S0284,141.0,2024-12-03,44.0
V017572,U00602,S0880,500.0,2025-03-22,100.0
V017573,U00409,S0518,111.0,2024-05-09,63.0
V017574,U01793,S0425,25.0,2024-11-04,59.0
V017575,U00493,S0022,206.0,2024-08-06,12.0
V017576,U01998,S0237,197.0,2024-12-02,56.0
V017577,U01762,S0761,14.0,2025-04-05,68.0
V017578,U01108,S0657,500.0,2024-02-27,40.0
V017579,U01468,S0062,500.0,2024-05-17,46.0
V017580,U00880,S0048,150.0,2024-10-24,65.0
V017581,U00576,S0862,31.0,2024-09-27,75.0
V017582,U00545,S0332,500.0,2024-11-04,66.0
V017583,U01028,S0190,500.0,2024-06-19,36.0
V017584,U00485,S0602,500.0,2024-05-31,95.0
V017585,U01649,S0967,155.0,2025-01-29,27.0
V017586,U00183,S0967,500.0,2024-12-03,51.0
V017587,U01758,S0194,500.0,2025-06-15,47.0
V017588,U01711,S0071,69.0,2025-09-05,40.0
V017589,U01429,S0819,150.0,2024-12-01,77.0
V017590,U00463,S0759,500.0,2024-04-04,92.0
V017591,U01357,S0424,500.0,2024-11-15,41.0
V017592,U00979,S0594,15.0,2024-03-19,50.0
V017593,U00264,S0223,149.0,2024-11-10,98.0
V017594,U01638,S0568,500.0,2025-03-21,79.0
V017595,U01529,S0244,82.0,2024-03-01,60.0
V017596,U01566,S0142,174.0,2024-04-14,83.0
V017597,U00574,S0450,215.0,2024-12-03,12.0
V017598,U01719,S0057,500.0,2024-10-31,38.0
V017599,U01041,S0983,500.0,2024-09-11,48.0
V017600,U01614,S0221,500.0,2024-05-06,39.0
V017601,U01682,S0788,500.0,2024-07-16,63.0
V017602,U01053,S0428,179.0,2025-05-28,16.0
V017603,U00508,S0315,181.0,2024-11-03,52.0
V017604,U01523,S0199,9.0,2024-10-21,42.0
V017605,U01554,S0135,500.0,2024-09-21,99.0
V017606,U01810,S0203,69.0,2025-04-22,69.0
V017607,U01380,S0595,500.0,2024-01-31,56.0
V017608,U01182,S0057,92.0,2024-02-25,41.0
V017609,U00804,S0364,161.0,2024-07-29,83.0
V017610,U00487,S0778,51.0,2024-05-07,45.0
V017611,U01750,S0049,500.0,2024-10-11,16.0
V017612,U00633,S0544,211.0,2025-02-25,23.0
V017613,U01155,S0926,91.0,2024-11-07,99.0
V017614,U00002,S0419,500.0,2024-07-09,89.0
V017615,U01903,S0177,500.0,2025-04-25,63.0
V017616,U01443,S0374,219.0,2025-08-04,91.0
V017617,U01893,S0619,219.0,2024-04-19,76.0
V017618,U00233,S0885,500.0,2024-09-02,61.0
V017619,U01532,S0903,500.0,2024-02-14,62.0
V017620,U00579,S0586,40.0,2024-04-06,93.0
V017621,U00753,S0410,16.0,2025-03-19,89.0
V017622,U00731,S0803,176.0,2025-04-29,60.0
V017623,U00726,S0973,500.0,2024-03-29,50.0
V017624,U01753,S0110,75.0,2024-01-30,45.0
V017625,U01613,S0861,135.0,2024-09-25,24.0
V017626,U01542,S0756,500.0,2024-06-16,24.0
V017627,U01223,S0172,146.0,2024-02-27,49.0
V017628,U01601,S0401,194.0,2024-07-23,73.0
V017629,U00266,S0187,161.0,2024-09-04,26.0
V017630,U00434,S0717,122.0,2025-05-19,35.0
V017631,U01021,S0028,500.0,2024-04-19,47.0
